Coin Name,Market Cap,Price,Volume(24h),Circulating Supply,Change(24h)
Rise,"$1,021,832",$0.006648,$274,"153,706,253 RISE *",-0.90%
Axe,"$1,019,241",$0.193736,"$1,224,985","5,260,968 AXE",1.32%
SafeCoin,"$1,019,229",$0.036749,$22,"27,735,063 SAFE",-0.19%
Footballcoin,"$1,013,503",$0.002705,"$31,548","374,660,526 XFC *",0.29%
Howdoo,"$1,012,439",$0.010350,"$141,021","97,821,309 UDOO *",4.29%
Hashgard,"$1,010,867",$0.000015,"$15,845","67,313,859,978 GARD *",-0.68%
BIZZCOIN,"$1,001,884",$0.626746,"$55,625","1,598,549 BIZZ *",9.46%
QChi,"$1,001,598",$0.030825,"$2,824","32,492,787 QCH *",1.41%
TEMCO,"$1,001,472",$0.000307,"$78,496","3,264,039,224 TEMCO *",-0.06%
Aventus,"$998,801",$0.166467,"$19,742","6,000,000 AVT *",10.24%
Block-Chain.com,"$994,118",$0.004801,$9,"207,051,787 BC *",43.19%
PUBLISH,"$992,212",$0.003980,"$69,112","249,300,148 NEWS *",-3.20%
HyperExchange,"$990,881",$0.016677,"$13,512","59,415,498 HX *",-9.25%
CloakCoin,"$989,955",$0.180729,"$20,583","5,477,561 CLOAK *",0.52%
Flixxo,"$978,781",$0.011607,"$3,852","84,323,675 FLIXX *",-5.29%
RealTract,"$964,923",$0.000091,$548,"10,600,000,000 RET *",7.28%
Datum,"$960,889",$0.000959,"$22,504","1,001,935,124 DAT *",-2.23%
Opacity,"$957,792",$0.007406,"$29,949","129,321,495 OPQ *",0.13%
Zenswap Network Token,"$956,659",$0.000080,$?,"12,001,366,640 ZNT *",0.00%
MonetaryUnit,"$955,225",$0.004894,"$2,229","195,197,363 MUE",-7.40%
Snovian.Space,"$953,240",$0.002588,$307,"368,329,147 SNOV *",59.82%
CPChain,"$952,518",$0.002528,"$134,653","376,765,852 CPC *",-1.93%
Ubex,"$951,546",$0.000300,"$200,663","3,176,495,353 UBEX *",-2.55%
UNIVERSAL CASH,"$951,494",$0.000092,$?,"10,351,944,441 UCASH *",-2.12%
FREE Coin,"$950,591",$1.09e-7,"$3,121","8,700,200,594,990 FREE *",23.21%
Dovu,"$950,435",$0.002080,"$2,060","456,891,555 DOV *",12.88%
DreamTeam Token,"$949,700",$0.025991,"$3,853","36,539,900 DREAM *",1.71%
MobileGo,"$949,112",$0.009491,"$876,917","99,996,877 MGO *",4.83%
Medicalchain,"$946,032",$0.003063,"$25,703","308,865,296 MTN *",6.26%
eosDAC,"$945,573",$0.001431,"$18,472","660,755,177 EOSDAC *",-1.88%
AIDUS TOKEN,"$941,042",$0.002149,"$25,507","437,852,797 AIDUS *",0.91%
TurtleCoin,"$929,465",$0.000012,"$527,569","77,355,474,029 TRTL",-1.37%
Hubii Network,"$927,749",$0.059910,$51,"15,485,602 HBT *",-34.39%
NuShares,"$923,746",$0.000333,$701,"2,777,600,756 NSR *",-3.13%
HoryouToken,"$921,994",$0.000846,$937,"1,089,496,126 HYT *",-53.31%
Blockport,"$919,599",$0.015881,"$29,373","57,904,773 BPT *",-1.32%
Edgeless,"$917,945",$0.007843,$463,"117,046,967 EDG *",6.19%
2key.network,"$917,340",$0.046004,"$990,339","19,940,289 2KEY *",-6.13%
Espers,"$911,435",$0.000040,$71,"22,888,373,670 ESP",-22.30%
Halo Platform,"$908,650",$0.000147,$?,"6,176,161,711 HALO *",0.00%
Bitcoin Confidential,"$897,814",$0.000122,"$1,135","7,365,901,523 BC *",-0.88%
IG Gold,"$892,323",$0.000101,$102,"8,856,541,707 IGG *",2.13%
NEXT.coin,"$891,522",$0.143130,"$2,593","6,228,754 NEXT *",27.88%
NEXT.coin,"$891,513",$0.143129,"$2,593","6,228,754 NEXT *",27.88%
Omni,"$885,654",$1.57,$258,"562,677 OMNI *",-12.43%
ZeuxCoin,"$874,032",$0.004600,"$27,920","189,999,999 ZUC *",4.22%
MB8 Coin,"$868,816",$0.005390,"$10,092","161,196,472 MB8 *",1.10%
ICNQ Token,"$867,978",$0.224971,$?,"3,858,186 ICNQ *",0.00%
Open Platform,"$864,872",$0.000818,"$21,138","1,057,741,422 OPEN *",-6.88%
Noku,"$863,864",$0.036332,$503,"23,777,028 NOKU *",0.06%
SpankChain,"$862,259",$0.002874,"$5,110","300,043,386 SPANK *",14.12%
Pigeoncoin,"$860,152",$0.000153,"$49,923","5,630,714,865 PGN",-3.40%
Mindexcoin,"$859,286",$0.001257,$?,"683,595,545 MIC *",0.00%
LHT,"$858,211",$0.017164,$90,"50,000,000 LHT *",-1.68%
Plair,"$849,078",$0.000043,"$20,471","19,858,508,800 PLA *",3.89%
Primecoin,"$846,448",$0.026085,"$4,889","32,449,209 XPM",-1.11%
Humaniq,"$844,471",$0.004545,"$56,345","185,811,695 HMQ *",0.25%
Debitum,"$842,464",$0.004220,$4,"199,645,716 DEB *",7.87%
CannabisCoin,"$841,445",$0.010895,$17,"77,231,176 CANN",33.85%
Nework,"$836,725",$0.005669,"$3,722","147,586,172 NKC *",-0.02%
NOW Token,"$834,424",$0.010083,"$1,034","82,757,980 NOW *",82.28%
PLANET,"$831,885",$0.041615,"$265,167","19,990,000 PLA *",-3.48%
ToaCoin,"$830,434",$0.000092,$0.875544,"8,994,021,185 TOA",-0.17%
ADAMANT Messenger,"$828,785",$0.009799,$239,"84,574,855 ADM",2.32%
Zero,"$824,087",$0.098947,"$165,275","8,328,576 ZER",0.80%
Ormeus Coin,"$823,712",$0.022941,"$386,890","35,904,998 ORMEUS *",-6.18%
CryptoVerificationCoin,"$823,288",$1.41,$6,"582,595 CVCC *",-0.97%
DeepOnion,"$820,085",$0.050883,"$16,840","16,117,126 ONION",-0.97%
YGGDRASH,"$816,367",$0.000150,"$36,348","5,447,415,594 YEED *",-0.54%
Lunes,"$813,919",$0.005400,"$4,921","150,728,538 LUNES",-3.81%
Rapids,"$813,130",$0.000083,"$4,855","9,785,130,127 RPD *",-3.32%
ParkinGo,"$812,033",$0.040381,"$10,488","20,109,170 GOT *",-10.14%
Dynamic,"$810,282",$0.053913,"$23,012","15,029,560 DYN",-7.27%
Experty,"$807,980",$0.029828,"$16,749","27,088,352 EXY *",-0.33%
PAYCENT,"$803,314",$0.009416,$788,"85,310,629 PYN *",108.01%
GeoCoin,"$803,176",$0.252527,$665,"3,180,551 GEO *",-0.89%
COVA,"$793,385",$0.000318,"$301,211","2,496,011,000 COVA *",-2.94%
Diamond,"$790,229",$0.225830,$456,"3,499,217 DMD",-6.93%
EUNO,"$790,038",$0.022253,"$14,531","35,502,864 EUNO",17.75%
Blocktrade Token,"$788,842",$0.014150,"$1,470","55,750,494 BTT *",-23.43%
EncrypGen,"$787,687",$0.011751,$81,"67,029,877 DNA *",-2.46%
Titan Coin,"$787,551",$0.000866,"$13,073","909,292,389 TTN",-5.31%
BOMB,"$781,890",$0.849672,"$47,622","920,226 BOMB *",-3.45%
Conceal,"$780,844",$0.097733,"$81,074","7,989,560 CCX",2.41%
HEAT,"$759,251",$0.016620,$3,"45,683,751 HEAT *",12.53%
BQT,"$758,296",$0.001300,$62,"583,304,737 BQTX *",-60.93%
Matryx,"$755,903",$0.032548,"$74,697","23,224,303 MTX *",-0.28%
SmileyCoin,"$755,400",$0.000048,"$98,674","15,806,193,400 SMLY",-23.70%
EchoLink,"$749,961",$0.001500,"$90,364","500,000,000 EKO *",-3.55%
Digital Gold,"$749,142",$55.32,"$2,658,478","13,541 GOLD *",0.38%
SnowGem,"$748,994",$0.028359,"$149,738","26,411,568 XSG",-1.46%
Ether Zero,"$748,019",$0.004370,"$41,723","171,157,896 ETZ",-5.16%
Delphy,"$746,718",$0.012005,"$1,389","62,199,848 DPY *",2.06%
MEET.ONE,"$743,746",$0.000389,"$35,678","1,913,271,866 MEETONE *",0.35%
Bitsdaq,"$743,094",$0.000277,$863,"2,684,354,113 BQQQ *",-0.37%
KickToken,"$742,868",$0.000013,"$254,646","59,190,906,247 KICK *",-7.58%
Eden,"$742,037",$0.001237,"$51,066","600,000,000 EDN *",-2.22%
Ecobit,"$741,891",$0.001669,$?,"444,444,444 ECOB *",0.00%
Amon,"$738,246",$0.001229,"$6,386","600,640,413 AMN *",15.93%
Bitswift,"$733,985",$0.188946,"$16,170","3,884,635 BITS *",1.05%
Merculet,"$727,439",$0.000176,"$7,710","4,124,940,897 MVP *",3.02%
GoldMint,"$725,218",$0.378704,"$1,024","1,914,997 MNTP *",3.83%
VegaWallet Token,"$723,990",$0.045058,$13,"16,068,001 VGW *",13.85%
STK,"$722,930",$0.002117,"$24,146","341,414,782 STK *",0.28%
SafeCapital,"$721,371",$0.427105,"$559,133","1,688,978 SCAP *",-3.55%
Brickblock,"$708,509",$0.009430,$?,"75,131,283 BBK *",0.00%
SolarCoin,"$707,969",$0.011726,$714,"60,375,273 SLR *",-14.62%
DomRaider,"$706,531",$0.001194,$?,"591,500,000 DRT *",-28.52%
Moneytoken,"$704,243",$0.000075,"$13,401","9,430,337,527 IMT *",-2.75%
MalwareChain,"$692,246",$0.302738,"$218,020","2,286,618 MALW *",-3.33%
BonusCloud,"$689,966",$0.000230,$7,"2,994,820,914 BXC *",-15.35%
FuzeX,"$688,976",$0.000752,"$5,488","915,627,153 FXT *",0.78%
Herbalist Token,"$685,187",$0.000072,$54,"9,499,999,999 HERB *",25.71%
Mercury,"$683,255",$0.006833,"$3,501","100,000,000 MER *",2.92%
Beetle Coin,"$682,947",$0.002947,"$31,307","231,771,599 BEET",-6.30%
Carboneum [C8] Token,"$682,221",$0.013193,$?,"51,709,306 C8 *",-0.71%
Vites,"$680,722",$0.000018,$0.041135,"36,862,804,384 VITES",99.64%
HalalChain,"$674,613",$0.001734,"$43,729","389,009,995 HLC *",-2.10%
MARK.SPACE,"$673,343",$0.000836,$?,"804,998,349 MRK *",0.00%
Business Credit Substitute,"$672,931",$0.378964,"$100,078","1,775,711 BCS *",-1.73%
HashBX ,"$666,745",$0.001060,$666,"629,280,963 HBX *",-4.46%
Semux,"$664,071",$0.052238,"$64,192","12,712,343 SEM",-18.02%
Cappasity,"$664,041",$0.001221,"$29,160","543,629,819 CAPP *",-1.61%
SHIELD,"$663,092",$0.001293,$37,"512,973,375 XSH",1.11%
Qwertycoin,"$659,242",$0.000005,"$39,657","123,520,269,798 QWC",14.77%
Pinkcoin,"$658,168",$0.001570,"$1,446","419,310,263 PINK",0.64%
PHI Token,"$655,974",$0.112551,"$20,281","5,828,254 PHI *",4.89%
PayPie,"$655,394",$0.007944,$82,"82,500,000 PPP *",-6.53%
Webflix Token,"$654,283",$0.000276,$?,"2,374,755,961 WFX *",-0.72%
StableUSD,"$653,787",$0.969464,"$3,202","674,380 USDS *",-4.15%
Nexxo,"$653,783",$0.003046,$10,"214,654,884 NEXXO *",45.06%
LUKSO,"$652,051",$0.224845,"$283,217","2,900,000 LYXe *",-1.07%
Uptrennd,"$651,549",$0.004511,"$12,452","144,422,687 1UP *",17.29%
0xBitcoin,"$649,937",$0.113298,"$978,862","5,736,550 0xBTC",2.47%
FintruX Network,"$649,319",$0.006835,$718,"95,000,000 FTX *",-3.58%
BitNewChain,"$643,226",$0.003579,$?,"179,701,795 BTN",-0.78%
Auroracoin,"$641,667",$0.035494,$8,"18,078,320 AUR",-0.28%
LUXCoin,"$635,951",$0.068320,"$5,892","9,308,392 LUX",-8.49%
Zebi Token,"$633,858",$0.001496,"$2,105","423,771,194 ZEBI *",-6.40%
BitcoinZ,"$631,566",$0.000086,"$4,879","7,354,285,197 BTCZ",1.16%
Stox,"$630,991",$0.012275,"$5,274","51,403,903 STX *",3.74%
ATN,"$630,490",$0.007479,"$9,037","84,302,524 ATN *",13.96%
Internxt,"$625,710",$0.993807,"$293,743","629,610 INXT *",2.07%
Rate3,"$617,592",$0.000694,"$134,525","889,382,388 RTE *",-10.31%
USDX,"$604,285",$0.160345,"$1,146","3,768,665 USDX *",0.11%
Coinsbit Token,"$595,007",$0.000447,"$221,630","1,331,266,628 CNB *",7.18%
SureRemit,"$591,669",$0.001183,$?,"500,000,000 RMT *",0.00%
Insureum,"$590,401",$0.002758,"$280,503","214,048,583 ISR *",6.95%
adbank,"$588,543",$0.000760,"$102,672","774,227,685 ADB *",-2.89%
Sessia,"$585,197",$0.086654,"$690,339","6,753,259 KICKS *",-9.58%
SBank,"$584,054",$0.101474,$646,"5,755,717 STS *",0.77%
Neurotoken,"$579,066",$0.007339,$64,"78,906,618 NTK *",-26.13%
Sphere,"$578,662",$0.046351,$389,"12,484,344 SPHR *",-1.94%
Mallcoin,"$574,203",$0.003260,"$11,804","176,136,853 MLC *",-5.81%
Merebel,"$573,795",$0.092617,$10,"6,195,344 MERI",-6.81%
Karbo,"$565,047",$0.066009,"$2,964","8,560,129 KRB",-6.62%
QuadrantProtocol,"$561,931",$0.001570,"$237,364","358,025,330 EQUAD *",-0.09%
Honest,"$560,182",$0.005955,"$178,519","94,061,602 HNST *",-2.65%
Faceter,"$560,120",$0.001190,$168,"470,520,275 FACE *",-2.93%
Pirl,"$557,307",$0.007506,"$1,560","74,250,745 PIRL",7.41%
Fortuna,"$556,216",$0.001159,"$40,131","479,997,016 FOTA *",-8.61%
ATN,"$552,658",$0.006556,"$7,917","84,302,524 ATN *",-0.11%
Skychain,"$552,220",$0.073774,$263,"7,485,311 SKCH *",-0.75%
Rivetz,"$545,104",$0.020770,$?,"26,244,468 RVT *",-2.61%
SoMee.Social,"$544,794",$0.006618,"$21,570","82,322,512 ONG1 *",1.45%
Q DAO Governance token v1.0,"$544,400",$7.80,$?,"69,833 QDAO *",0.00%
AMATEN,"$537,505",$0.071110,"$43,917","7,558,823 AMA *",1.68%
PlayCoin [ERC20],"$535,130",$0.000541,"$421,629","989,236,314 PLX *",0.10%
Hush,"$533,915",$0.056735,"$22,880","9,410,755 HUSH",-13.04%
Xriba,"$532,995",$0.005324,$43,"100,109,872 XRA *",-18.07%
Dimecoin,"$530,951",$9.85e-7,$154,"539,096,740,560 DIME",2.59%
Waves Community Token,"$529,988",$0.052999,$87,"9,999,960 WCT *",0.00%
Phoenixcoin,"$526,245",$0.006646,$202,"79,180,825 PXC",-0.36%
GlobalBoost-Y,"$525,404",$0.029269,"$8,603","17,950,579 BSTY",-0.17%
MEXC Token,"$520,502",$0.000553,"$1,831","940,528,449 MEXC *",-16.81%
POPCHAIN,"$519,557",$0.000582,$?,"892,799,357 PCH *",-0.49%
Bitcoin Private,"$518,332",$0.108307,"$3,227","4,785,761 BTCP",-1.47%
Shivom,"$517,674",$0.000568,$?,"911,746,999 OMX *",0.00%
Sentient Coin,"$514,415",$0.000380,"$4,087","1,352,262,603 SEN *",17.51%
Rapidz,"$513,394",$0.000567,"$9,582","905,253,284 RPZX *",32.35%
Bitcoin Plus,"$513,090",$3.59,"$24,390","143,117 XBC *",-0.19%
Zippie,"$511,723",$0.001887,$850,"271,196,892 ZIPT *",7.72%
Eristica,"$510,148",$0.002958,"$4,744","172,467,627 ERT *",-14.68%
MineBee,"$507,794",$0.000277,"$34,176","1,830,117,455 MB *",-0.44%
TurtleNetwork,"$507,625",$0.005747,"$5,895","88,335,911 TN *",25.18%
Crypto Sports,"$506,586",$0.185053,"$5,416","2,737,526 CSPN",40.15%
ESBC,"$506,401",$0.021219,"$30,293","23,865,045 ESBC",-4.84%
Gene Source Code Chain,"$505,852",$0.001348,$3,"375,244,800 GENE *",-11.68%
Bitblocks,"$503,623",$0.002138,"$18,541","235,607,921 BBK",-3.14%
DecentBet,"$502,516",$0.002664,$499,"188,632,973 DBET *",49.14%
MIB Coin,"$502,071",$0.005242,"$11,595","95,773,967 MIB *",-4.44%
DECENT,"$500,649",$0.009758,"$3,183","51,306,089 DCT *",-0.47%
Expanse,"$498,350",$0.026501,"$10,023","18,805,100 EXP",-6.83%
Zap,"$497,581",$0.003783,"$36,556","131,534,257 ZAP *",6.93%
Upfiring,"$496,800",$0.023000,$10,"21,600,000 UFR *",-9.56%
Proton Token,"$494,291",$0.000060,"$109,785","8,280,883,509 PTT *",3.70%
AICHAIN,"$492,410",$0.000920,"$38,446","535,067,071 AIT *",0.05%
MidasProtocol,"$491,737",$0.001869,"$5,851","263,171,500 MAS *",9.95%
Auxilium,"$491,507",$0.004170,"$5,049","117,872,598 AUX *",5.61%
CrypticCoin,"$489,903",$0.000192,"$6,706","2,549,994,072 CRYP",5.82%
ZPER,"$486,863",$0.000369,$45,"1,318,710,145 ZPR *",7.38%
Solaris,"$485,081",$0.261117,"$15,527","1,857,714 XLR *",-0.24%
Olive,"$482,970",$0.001744,$?,"277,007,242 OLE *",0.00%
Sociall,"$482,263",$0.028854,$522,"16,714,020 SCL *",-5.24%
OracleChain,"$479,508",$0.015984,"$10,614","30,000,000 OCT *",-4.78%
MarketPeak,"$477,943",$0.126178,"$167,788","3,787,836 PEAK *",-6.52%
Bitcoin Free Cash,"$473,121",$0.344263,"$120,234","1,374,300 BFC *",1.66%
Safex Cash,"$471,545",$0.009426,"$1,148","50,023,336 SFX",-5.02%
ATMChain,"$469,786",$0.000101,$?,"4,660,285,460 ATM *",0.00%
PIXEL,"$469,765",$0.012632,"$575,692","37,187,743 PXL *",1.40%
BitScreener Token,"$463,512",$0.005293,"$2,833","87,573,177 BITX *",-2.10%
GAMB,"$463,012",$0.000120,"$130,664","3,853,249,989 GMB *",-2.00%
BitCash,"$461,909",$0.020808,"$109,315","22,198,153 BITC",-5.12%
Eureka Coin,"$459,842",$0.006919,"$34,809","66,460,708 ERK *",0.45%
eBitcoin,"$459,561",$0.024319,$?,"18,897,126 EBTC *",0.00%
Manna,"$459,351",$0.000695,$0.071239,"661,236,030 MANNA *",-48.70%
CryCash,"$459,074",$0.095841,$254,"4,789,936 CRC *",0.11%
Playkey,"$458,105",$0.032430,"$23,024","14,125,924 PKT *",-9.63%
Proxeus,"$456,869",$0.002155,$?,"212,032,282 XES *",-0.64%
Cryptobuyer,"$455,972",$0.008013,"$112,766","56,902,663 XPT *",3.65%
Project WITH,"$455,662",$0.001358,"$287,115","335,440,120 WIKEN *",-6.11%
TraDove B2BCoin,"$454,345",$0.000909,"$4,871","500,000,000 BBC *",0.17%
Shift,"$454,327",$0.032778,$676,"13,860,686 SHIFT *",0.13%
WinStars.live,"$454,298",$0.023990,"$30,008","18,936,856 WNL *",-2.47%
Cashbery Coin,"$452,858",$0.006740,$4,"67,186,714 CBC",-0.86%
ICE ROCK MINING,"$452,543",$0.028780,"$18,479","15,724,272 ROCK2 *",-6.18%
NeuroChain,"$451,969",$0.001044,"$25,587","433,041,890 NCC *",1.70%
Typerium,"$450,318",$0.000278,$?,"1,621,758,102 TYPE *",0.00%
SafeInsure,"$446,234",$0.027688,"$959,861","16,116,714 SINS *",-2.38%
Lobstex,"$445,757",$0.022579,"$238,608","19,741,862 LOBS",0.42%
Coinsuper Ecosystem Network,"$445,610",$0.001243,$674,"358,497,293 CEN *",0.73%
Raise,"$441,818",$0.029922,"$10,624","14,765,425 RAISE *",0.90%
Bob's Repair,"$437,702",$0.002383,"$7,248","183,640,758 BOB *",-6.12%
Pylon Network,"$436,944",$0.796848,$424,"548,341 PYLNT *",-9.31%
DATx,"$435,647",$0.000313,"$398,862","1,391,302,551 DATX *",1.45%
Patientory,"$435,351",$0.006219,$116,"70,000,000 PTOY *",-2.78%
OVCODE,"$433,397",$0.009838,$?,"44,051,706 OVC *",0.00%
Nebula AI,"$433,189",$0.000345,$5,"1,254,943,205 NBAI *",1.86%
FYDcoin,"$430,883",$0.000923,$599,"466,668,873 FYD",-1.55%
IQ.cash,"$430,462",$0.038297,"$161,200","11,240,023 IQ",3.01%
StrongHands,"$429,678",$0.000026,"$4,356","16,544,069,925 SHND",-2.65%
Novacoin,"$429,608",$0.183927,"$1,641","2,335,757 NVC",1.84%
GMB,"$427,249",$0.000826,"$4,915","517,356,899 GMB *",-2.18%
Arbidex,"$425,101",$0.020885,"$32,353","20,354,622 ABX *",3.53%
EXMR FDN,"$423,873",$0.067167,"$9,499","6,310,751 EXMR *",0.77%
TEAM (TokenStars),"$422,171",$0.035384,"$18,075","11,931,201 TEAM *",-21.76%
Niobium Coin,"$421,919",$0.006813,$60,"61,927,668 NBC *",5.22%
CVCoin,"$419,417",$0.033876,"$37,832","12,380,890 CVN *",1.18%
Swace,"$419,105",$0.000817,$62,"513,292,589 SWACE *",-0.36%
BitCrystals,"$417,879",$0.018315,$?,"22,816,446 BCY *",0.00%
Maximine Coin,"$417,242",$0.000253,"$1,343","1,649,000,000 MXM *",-10.39%
BiblePay,"$417,171",$0.000175,"$7,256","2,388,578,126 BBP",-3.97%
Quiztok,"$414,636",$0.012822,"$490,325","32,337,119 QTCON *",-0.47%
WeTrust,"$411,950",$0.004471,$58,"92,147,500 TRST *",-6.32%
HiCoin,"$409,459",$0.000092,$7,"4,434,602,828 XHI",-0.17%
Maecenas,"$408,586",$0.006326,"$3,318","64,588,204 ART *",-1.50%
BitBall,"$407,870",$0.002112,"$111,898","193,152,032 BTB *",8.10%
ZIMBOCASH,"$406,381",$0.003679,"$106,512","110,455,723 ZASH *",-13.61%
Megacoin,"$405,828",$0.010431,$5,"38,907,009 MEC",-11.22%
SIBCoin,"$403,317",$0.021768,"$12,493","18,528,163 SIB",7.45%
Graviocoin,"$402,367",$0.000351,"$2,222","1,144,886,272 GIO",-2.85%
Orbitcoin,"$401,931",$0.124799,$0.047077,"3,220,616 ORB",-0.23%
SPINDLE,"$401,845",$0.000114,$387,"3,521,564,890 SPD *",-38.31%
Epic Cash,"$396,662",$0.049920,"$1,983","7,945,872 EPIC",2.04%
Trinity Network Credit,"$396,472",$0.001189,"$4,248","333,333,333 TNC *",4.43%
Lendingblock,"$395,751",$0.000503,$22,"786,162,769 LND *",-2.53%
Starbase,"$395,693",$0.002110,"$1,457","187,500,000 STAR *",0.44%
Enecuum,"$392,369",$0.007789,"$35,785","50,373,471 ENQ *",0.19%
CryptoCarbon,"$389,839",$0.015789,$182,"24,690,718 CCRB *",2.80%
RedFOX Labs,"$386,847",$0.002854,"$19,534","135,549,894 RFOX *",7.28%
EurocoinToken,"$382,264",$0.090070,$?,"4,244,087 ECTE *",0.00%
Infinitus Token,"$381,462",$0.028079,"$2,822","13,585,240 INF *",-2.05%
BZEdge,"$380,536",$0.000127,"$2,371","2,995,148,750 BZE",-0.51%
WebDollar,"$379,288",$0.000038,$15,"9,889,126,871 WEBD",7.08%
DPRating,"$376,725",$0.000146,"$5,832","2,576,031,479 RATING *",-4.94%
Ubricoin,"$375,433",$0.000161,$0.268919,"2,337,584,182 UBN *",-3.45%
RED,"$374,490",$0.002881,$754,"130,000,009 RED *",2.36%
Golos Blockchain,"$372,710",$0.001488,$306,"250,426,538 GLS *",2.67%
XEL,"$372,448",$0.004063,$792,"91,676,277 XEL *",4.58%
Winco,"$371,019",$0.000772,$?,"480,480,624 WCO *",0.00%
Sentinel Chain,"$370,160",$0.001876,"$9,895","197,269,666 SENC *",-7.73%
ImageCoin,"$369,607",$0.039445,"$736,978","9,370,064 IMG *",-18.24%
BUZZCoin,"$369,331",$0.000018,$1,"20,000,000,000 BUZZ",71.11%
VeriSafe,"$368,975",$0.000034,$?,"10,880,544,815 VSF *",0.53%
AtromG8,"$367,435",$0.028959,"$385,492","12,688,094 AG8 *",-5.12%
Playgroundz,"$364,632",$0.012774,$?,"28,545,120 IOG *",0.00%
Membrana,"$364,444",$0.002630,"$40,403","138,575,275 MBN *",20.66%
DABANKING,"$363,234",$0.070490,"$3,229","5,152,952 DAB *",0.41%
HempCoin,"$356,398",$0.001385,"$1,312","257,328,921 THC",-12.92%
BitDegree,"$355,601",$0.000925,$373,"384,560,931 BDG *",-1.13%
ODUWA,"$355,557",$0.151310,"$93,275","2,349,850 OWC",1.93%
Electrify.Asia,"$353,863",$0.000668,"$1,001","529,591,779 ELEC *",8.27%
Blue Protocol,"$352,575",$0.009621,$?,"36,645,278 BLUE *",23.18%
Noir,"$351,463",$0.017290,$701,"20,327,487 NOR",26.30%
PANTHEON X,"$351,021",$0.003514,"$63,955","99,902,052 XPN *",-3.09%
TigerCash,"$350,131",$0.006252,"$2,757,921","55,999,900 TCH *",-0.98%
Zeepin,"$349,932",$0.000700,"$2,269","500,000,000 ZPT *",-0.34%
DACSEE,"$349,376",$0.000463,$?,"754,968,384 DACS *",0.00%
Datawallet,"$344,119",$0.000882,"$12,907","390,222,225 DXT *",-0.43%
Vodi X,"$343,378",$0.000643,"$4,265","534,406,210 VDX *",-4.55%
0xcert,"$343,356",$0.001002,"$26,047","342,626,334 ZXC *",-17.51%
VeriumReserve,"$343,168",$0.120864,"$1,315","2,839,297 VRM",-3.85%
Ethereum Gold,"$343,111",$0.016986,"$5,910","20,199,973 ETG *",-8.32%
FortKnoxster,"$339,318",$0.002276,"$6,327","149,077,343 FKX *",6.42%
Zeitcoin,"$338,287",$0.000009,$?,"36,971,252,194 ZEIT",0.00%
AidCoin,"$336,665",$0.007351,$965,"45,798,666 AID *",-1.14%
Birake,"$335,904",$0.003820,"$8,583","87,941,730 BIR",-4.18%
Alphacat,"$335,841",$0.000120,"$6,967","2,790,428,084 ACAT *",0.77%
FLIP,"$335,682",$0.005999,$208,"55,955,000 FLP *",0.27%
Swap,"$333,753",$0.038193,"$28,511","8,738,504 XWP *",-9.03%
DEEX,"$330,901",$0.005854,$412,"56,528,700 DEEX *",-17.27%
StrongHands Masternode,"$330,879",$0.148894,$303,"2,222,255 SHMN",302.22%
HEROcoin,"$330,320",$0.001757,"$3,553","188,009,832 PLAY *",-0.70%
Tokenbox,"$329,833",$0.026157,"$3,274","12,609,892 TBX *",-16.52%
Hacken Token,"$329,086",$0.007163,"$28,586","45,941,003 HAI *",-3.67%
TrueFeedBack,"$327,807",$0.000153,"$8,867","2,146,615,350 TFB *",-11.92%
Alpha Token,"$327,669",$0.010839,$651,"30,231,759 A *",66.45%
Actinium,"$327,402",$0.014664,"$291,393","22,327,200 ACM",-0.45%
Freicoin,"$327,232",$0.005811,$?,"56,308,989 FRC",-0.29%
LocalCoinSwap,"$325,112",$0.006200,$?,"52,437,201 LCS *",0.00%
HOQU,"$322,721",$0.001908,"$1,396,877","169,144,018 HQX *",1.10%
Trittium,"$322,716",$0.002503,$579,"128,915,825 TRTT *",5.56%
JET8,"$322,206",$0.000435,$30,"740,485,259 J8T *",-1.97%
HUNT,"$321,042",$0.002909,$248,"110,357,399 HUNT *",-1.76%
Bridge Protocol,"$320,977",$0.001432,"$1,323","224,088,259 BRDG *",-20.85%
ZENZO,"$320,093",$0.023614,$88,"13,554,987 ZNZ *",-5.68%
On.Live,"$319,547",$0.014779,"$7,419","21,622,303 ONL *",-0.71%
Jarvis+,"$319,492",$0.003394,"$83,034","94,138,257 JAR *",7.42%
BioCoin,"$317,330",$0.000375,$?,"845,785,803 BIO *",0.00%
The ChampCoin,"$315,688",$0.001796,"$23,253","175,749,859 TCC",-0.07%
Blockparty (BOXX Token),"$315,488",$0.009721,"$1,194","32,453,993 BOXX *",62.52%
HashCoin,"$314,521",$0.000024,"$8,404","12,863,911,326 HSC *",4.79%
Evedo,"$312,438",$0.023419,"$1,494,914","13,341,090 EVED *",-6.96%
Bittwatt,"$311,815",$0.001016,$20,"307,006,848 BWT *",-0.18%
Paytomat,"$310,936",$0.001873,"$16,513","166,030,078 PTI *",0.06%
BetterBetting,"$310,398",$0.001089,$377,"285,140,472 BETR *",14.11%
TrezarCoin,"$309,868",$0.001457,$144,"212,727,700 TZC",17.52%
EverGreenCoin,"$309,540",$0.021606,$0.960164,"14,326,692 EGC",5.13%
TV-TWO,"$308,110",$0.000689,$?,"447,090,078 TTV *",0.00%
Ties.DB,"$307,743",$0.007539,$?,"40,820,992 TIE *",0.00%
IDEX Membership,"$306,737",$153.37,$634,"2,000 IDXM *",-2.24%
